MonthEndDate,AsOfDate,Month,ProgramYear,Region,District,DSP,DECTraining,NewPayments,OctPayments,AprilPayments,LatePayments,CharterPayments,TotalYtdPayments,PaymentBase,PaymentGrowth,PaidClubBase,PaidClubs,ClubGrowth,ActiveClubs,DistinguishedClubs,SelectDistinguishedClubs,PresidentsDistinguishedClubs,TotalDistinguishedClubs,DistinguishedClubsPercentage
2012-09-30,2012-10-10,9,2012,07,18,true,true,250,990,0,19,21,1280,4411,-0.7098,108,103,-0.0463,109,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,04,19,true,true,117,756,0,10,20,903,3073,-0.7062,89,84,-0.0562,91,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,11,20,true,true,960,4354,0,75,143,5532,13573,-0.5924,256,252,-0.0156,262,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,01,21,true,true,489,2942,0,25,14,3470,11549,-0.6995,286,277,-0.0315,287,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,03,22,true,true,166,938,20,10,41,1175,3819,-0.6923,101,87,-0.1386,103,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,03,23,true,true,144,920,0,10,0,1074,3346,-0.679,96,95,-0.0104,95,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,04,24,true,true,102,945,3,5,0,1055,2866,-0.6319,78,75,-0.0385,77,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,03,25,true,true,302,1314,42,14,30,1702,5914,-0.7122,146,133,-0.089,147,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,01,26,true,true,301,1448,1,38,41,1829,6846,-0.7328,169,159,-0.0592,170,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,07,27,true,true,231,925,8,43,41,1248,4208,-0.7034,102,102,0,104,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,06,28,true,true,274,1293,0,41,28,1636,4595,-0.644,120,111,-0.075,121,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,07,29,true,true,213,1167,0,17,45,1442,4990,-0.711,119,119,0,120,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,05,30,true,true,486,2306,18,41,206,3057,10056,-0.696,226,219,-0.031,228,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,09,31,true,true,405,1952,0,67,96,2520,7966,-0.6837,173,175,0.0116,177,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,01,32,true,true,110,615,0,3,0,728,2173,-0.665,66,65,-0.0152,65,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,02,33,true,true,314,1617,5,25,0,1961,6817,-0.7123,189,178,-0.0582,189,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,10,34,true,true,508,1822,0,45,24,2399,8063,-0.7025,220,183,-0.1682,222,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,05,35,true,true,141,912,0,10,0,1063,3754,-0.7168,105,103,-0.019,105,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,07,36,true,true,372,1819,1,25,97,2314,8539,-0.729,201,193,-0.0398,205,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,07,37,true,true,499,1906,0,66,49,2520,8371,-0.699,194,184,-0.0515,196,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,07,38,true,true,328,1507,0,26,0,1861,7171,-0.7405,148,140,-0.0541,147,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,02,39,true,true,270,1378,0,18,0,1666,6408,-0.74,175,162,-0.0743,175,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,05,40,true,true,342,1847,22,19,49,2279,7436,-0.6935,194,175,-0.0979,193,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,13,41,true,true,902,1993,0,16,241,3152,7008,-0.5502,132,146,0.1061,141,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,04,42,true,true,457,2728,0,29,19,3233,10078,-0.6792,258,262,0.0155,259,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,05,43,true,true,198,711,0,21,0,930,3635,-0.7442,88,85,-0.0341,88,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,09,45,true,true,160,924,0,16,0,1100,3995,-0.7247,104,97,-0.0673,104,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,09,46,true,true,509,2286,1,39,40,2875,8999,-0.6805,167,168,0.006,168,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,08,47,true,true,414,1581,0,36,64,2095,7308,-0.7133,162,141,-0.1296,163,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,08,48,true,true,361,1325,0,0,74,1760,5258,-0.6653,128,129,0.0078,131,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,02,49,true,true,144,811,0,9,0,964,2564,-0.624,66,63,-0.0455,66,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,03,50,true,true,339,1450,1,20,0,1810,6617,-0.7265,163,150,-0.0798,161,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,14,51,true,true,566,3385,0,18,45,4014,11093,-0.6382,253,225,-0.1107,255,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,10,52,true,true,193,738,0,10,43,984,4133,-0.7619,101,97,-0.0396,101,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,09,53,true,true,287,1471,0,16,0,1774,5894,-0.699,143,132,-0.0769,142,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,05,54,true,true,144,828,1,14,0,987,3161,-0.6878,79,72,-0.0886,78,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,03,55,true,true,392,1542,0,35,22,1991,7868,-0.7469,184,164,-0.1087,184,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,03,56,true,true,512,1774,43,35,39,2403,7940,-0.6974,188,174,-0.0745,190,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,02,57,true,true,405,1607,0,12,0,2024,6611,-0.6938,152,134,-0.1184,151,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,08,58,true,true,205,1145,23,32,20,1425,4506,-0.6838,119,116,-0.0252,120,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,11,59,true,true,719,4066,0,75,60,4920,13677,-0.6403,239,247,0.0335,241,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,06,60,true,true,561,2658,0,30,111,3360,10020,-0.6647,199,195,-0.0201,203,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,06,61,true,true,319,2034,1,15,20,2389,8374,-0.7147,201,204,0.0149,202,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,06,62,true,true,150,1013,0,19,20,1202,3318,-0.6377,84,79,-0.0595,86,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,05,63,true,true,199,1046,0,17,0,1262,3909,-0.6772,92,81,-0.1196,93,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,04,64,true,true,157,960,0,13,22,1152,3457,-0.6668,106,99,-0.066,106,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,09,65,true,true,191,1050,82,11,0,1334,4007,-0.6671,106,97,-0.0849,106,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,07,66,true,true,198,1142,2,33,23,1398,4486,-0.6884,115,113,-0.0174,114,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,13,67,true,true,241,1604,0,14,0,1859,5915,-0.6857,140,137,-0.0214,141,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,08,68,true,true,80,295,0,1,0,376,2066,-0.818,60,44,-0.2667,60,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,12,69,true,true,351,2165,0,19,45,2580,7458,-0.6541,190,181,-0.0474,190,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,12,70,true,true,675,3465,0,48,49,4237,12501,-0.6611,289,285,-0.0138,291,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,11,71,true,true,598,4283,0,44,42,4967,14614,-0.6601,257,266,0.035,258,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,12,72,true,true,633,3202,0,41,85,3961,10089,-0.6074,250,249,-0.004,254,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,12,73,true,true,375,1609,0,22,0,2006,5469,-0.6332,124,124,0,124,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,11,74,true,true,350,1684,0,34,72,2140,5879,-0.636,142,132,-0.0704,145,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,14,75,true,true,280,1247,0,16,71,1614,5558,-0.7096,158,122,-0.2278,163,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,13,76,true,true,294,2631,0,9,0,2934,6714,-0.563,127,138,0.0866,127,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,08,77,true,true,169,632,0,15,22,838,2857,-0.7067,81,78,-0.037,82,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,04,78,true,true,129,917,0,10,0,1056,3573,-0.7045,107,97,-0.0935,106,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,11,79,true,true,510,2266,0,76,57,2909,8373,-0.6526,166,131,-0.2108,169,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,14,80,true,true,688,3129,0,40,20,3877,10128,-0.6172,194,187,-0.0361,194,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,08,81,true,true,244,1758,0,52,20,2074,5205,-0.6015,108,112,0.037,109,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,13,82,true,true,990,3005,0,96,142,4233,11576,-0.6343,202,212,0.0495,213,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,09,83,true,true,349,1988,178,40,84,2639,7749,-0.6594,152,145,-0.0461,154,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,08,84,true,true,417,1879,1,27,48,2372,7672,-0.6908,179,168,-0.0615,181,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,13,85,true,true,572,1949,0,15,98,2634,6756,-0.6101,126,140,0.1111,131,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,06,86,true,true,341,2107,6,27,64,2545,9357,-0.728,193,203,0.0518,194,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,14,87,true,true,264,1470,0,30,0,1764,6003,-0.7061,142,108,-0.2394,142,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,13,89,true,true,513,1830,11,0,52,2406,6113,-0.6064,110,115,0.0455,111,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,10,F,false,false,462,2118,2,22,30,2634,8887,-0.7036,212,202,-0.0472,210,0,0,0,0,0
2012-09-30,2012-10-10,9,2012,DNAR,U,false,false,595,1958,1,113,173,2840,10760,-0.7361,204,205,0.0049,216,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,10,01,true,true,456,2025,1,16,78,2576,6527,-0.6053,144,131,-0.0903,146,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,01,02,true,true,529,2519,1,25,42,3116,7661,-0.5933,187,175,-0.0642,189,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,10,03,true,true,667,2963,3,20,149,3802,9167,-0.5853,208,197,-0.0529,209,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,02,04,true,true,986,4074,3,47,226,5336,11141,-0.521,241,243,0.0083,249,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,10,05,true,true,481,2268,0,17,66,2832,6442,-0.5604,145,143,-0.0138,148,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,04,06,true,true,595,3885,3,38,103,4624,10573,-0.5627,280,275,-0.0179,283,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,02,07,true,true,441,2150,1,22,80,2694,6357,-0.5762,171,170,-0.0058,175,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,05,08,true,true,342,1448,3,16,20,1829,4470,-0.5908,113,99,-0.1239,114,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,01,09,true,true,107,740,1,5,21,874,2086,-0.581,63,62,-0.0159,64,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,06,10,true,true,296,1320,0,25,0,1641,4088,-0.5986,105,95,-0.0952,105,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,05,11,true,true,361,1684,0,31,62,2138,5175,-0.5869,149,140,-0.0604,152,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,10,12,true,true,275,1281,0,11,0,1567,4249,-0.6312,128,110,-0.1406,128,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,07,13,true,true,198,980,0,16,21,1215,2863,-0.5756,74,71,-0.0405,74,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,08,14,true,true,1119,4043,21,72,89,5344,13067,-0.591,310,281,-0.0935,313,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,01,15,true,true,239,1016,8,16,20,1299,3096,-0.5804,85,79,-0.0706,85,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,03,16,true,true,190,1082,0,15,43,1330,3079,-0.568,84,81,-0.0357,86,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,12,17,true,true,275,888,3,7,0,1173,2512,-0.533,63,66,0.0476,63,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,07,18,true,true,373,1513,3,21,48,1958,4411,-0.5561,108,103,-0.0463,110,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,04,19,true,true,176,1112,24,17,48,1377,3073,-0.5519,89,84,-0.0562,92,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,11,20,true,true,1143,4967,4,78,143,6335,13573,-0.5333,256,252,-0.0156,262,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,01,21,true,true,797,3756,0,28,36,4617,11549,-0.6002,286,277,-0.0315,288,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,03,22,true,true,230,1268,29,13,41,1581,3819,-0.586,101,87,-0.1386,103,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,03,23,true,true,210,1123,0,11,25,1369,3346,-0.5909,96,95,-0.0104,96,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,04,24,true,true,155,1055,9,5,0,1224,2866,-0.5729,78,75,-0.0385,77,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,03,25,true,true,453,1928,52,15,51,2499,5914,-0.5774,146,133,-0.089,148,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,01,26,true,true,431,2131,2,47,62,2673,6846,-0.6096,169,159,-0.0592,171,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,07,27,true,true,335,1342,14,44,93,1828,4208,-0.5656,102,102,0,106,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,06,28,true,true,397,1584,0,42,28,2051,4595,-0.5536,120,111,-0.075,121,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,07,29,true,true,305,1566,26,21,68,1986,4990,-0.602,119,119,0,121,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,05,30,true,true,720,3272,19,42,227,4280,10056,-0.5744,226,219,-0.031,229,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,09,31,true,true,662,2683,14,79,186,3624,7966,-0.5451,173,175,0.0116,181,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,01,32,true,true,144,779,0,3,0,926,2173,-0.5739,66,65,-0.0152,65,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,02,33,true,true,436,2323,5,27,0,2791,6817,-0.5906,189,178,-0.0582,189,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,10,34,true,true,709,2390,0,52,24,3175,8063,-0.6062,220,183,-0.1682,222,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,05,35,true,true,216,1279,0,10,20,1525,3754,-0.5938,105,103,-0.019,106,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,07,36,true,true,542,2624,8,28,137,3339,8539,-0.609,201,193,-0.0398,207,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,07,37,true,true,705,2708,3,67,122,3605,8371,-0.5693,194,184,-0.0515,199,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,07,38,true,true,496,2167,4,31,24,2722,7171,-0.6204,148,140,-0.0541,148,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,02,39,true,true,362,2089,0,19,0,2470,6408,-0.6145,175,162,-0.0743,175,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,05,40,true,true,527,2523,27,19,49,3145,7436,-0.5771,194,175,-0.0979,193,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,13,41,true,true,1113,2500,33,18,362,4026,7008,-0.4255,132,146,0.1061,145,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,04,42,true,true,775,3404,20,29,48,4276,10078,-0.5757,258,262,0.0155,260,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,05,43,true,true,290,1016,0,26,0,1332,3635,-0.6336,88,85,-0.0341,88,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,09,45,true,true,255,1231,14,18,0,1518,3995,-0.62,104,97,-0.0673,104,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,09,46,true,true,676,2945,2,44,60,3727,8999,-0.5858,167,168,0.006,169,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,08,47,true,true,617,2127,6,36,84,2870,7308,-0.6073,162,141,-0.1296,164,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,08,48,true,true,514,1781,0,0,115,2410,5258,-0.5417,128,129,0.0078,133,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,02,49,true,true,190,927,0,9,0,1126,2564,-0.5608,66,63,-0.0455,66,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,03,50,true,true,497,2099,2,32,0,2630,6617,-0.6025,163,150,-0.0798,161,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,14,51,true,true,719,3896,7,22,87,4731,11093,-0.5735,253,225,-0.1107,258,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,10,52,true,true,297,1221,1,12,66,1597,4133,-0.6136,101,97,-0.0396,102,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,09,53,true,true,409,1972,6,16,0,2403,5894,-0.5923,143,132,-0.0769,142,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,05,54,true,true,218,1082,4,16,0,1320,3161,-0.5824,79,72,-0.0886,78,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,03,55,true,true,584,2387,0,40,22,3033,7868,-0.6145,184,164,-0.1087,184,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,03,56,true,true,728,2641,150,37,60,3616,7940,-0.5446,188,174,-0.0745,191,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,02,57,true,true,532,2187,0,14,0,2733,6611,-0.5866,152,134,-0.1184,151,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,08,58,true,true,281,1445,23,32,40,1821,4506,-0.5959,119,116,-0.0252,121,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,11,59,true,true,1056,4935,10,82,146,6229,13677,-0.5446,239,247,0.0335,245,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,06,60,true,true,781,3278,15,30,111,4215,10020,-0.5793,199,195,-0.0201,203,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,06,61,true,true,580,2651,10,16,20,3277,8374,-0.6087,201,204,0.0149,202,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,06,62,true,true,208,1227,0,19,20,1474,3318,-0.5558,84,79,-0.0595,86,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,05,63,true,true,259,1345,0,20,23,1647,3909,-0.5787,92,81,-0.1196,94,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,04,64,true,true,216,1147,1,13,46,1423,3457,-0.5884,106,99,-0.066,107,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,09,65,true,true,305,1350,190,13,20,1878,4007,-0.5313,106,97,-0.0849,107,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,07,66,true,true,287,1471,2,33,91,1884,4486,-0.58,115,113,-0.0174,117,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,13,67,true,true,391,1870,5,14,0,2280,5915,-0.6145,140,137,-0.0214,141,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,08,68,true,true,185,582,1,1,0,769,2066,-0.6278,60,44,-0.2667,60,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,12,69,true,true,465,2692,1,21,45,3224,7458,-0.5677,190,181,-0.0474,190,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,12,70,true,true,888,4428,6,55,69,5446,12501,-0.5644,289,285,-0.0138,292,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,11,71,true,true,928,5109,4,47,104,6192,14614,-0.5763,257,266,0.035,261,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,12,72,true,true,814,3875,1,43,105,4838,10089,-0.5205,250,249,-0.004,255,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,12,73,true,true,459,2019,0,24,32,2534,5469,-0.5367,124,124,0,125,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,11,74,true,true,463,2079,0,34,92,2668,5879,-0.5462,142,132,-0.0704,146,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,14,75,true,true,412,1697,1,18,71,2199,5558,-0.6044,158,122,-0.2278,163,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,13,76,true,true,366,2928,0,9,21,3324,6714,-0.5049,127,138,0.0866,128,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,08,77,true,true,232,850,0,16,22,1120,2857,-0.608,81,78,-0.037,82,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,04,78,true,true,189,1258,0,14,0,1461,3573,-0.5911,107,97,-0.0935,106,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,11,79,true,true,731,2689,2,78,82,3582,8373,-0.5722,166,131,-0.2108,170,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,14,80,true,true,894,3553,40,41,105,4633,10128,-0.5426,194,187,-0.0361,197,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,08,81,true,true,282,1958,0,56,40,2336,5205,-0.5512,108,112,0.037,110,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,13,82,true,true,1253,3949,0,99,274,5575,11576,-0.5184,202,212,0.0495,219,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,09,83,true,true,492,2665,279,43,111,3590,7749,-0.5367,152,145,-0.0461,155,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,08,84,true,true,585,2494,1,30,88,3198,7672,-0.5832,179,168,-0.0615,183,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,13,85,true,true,715,2232,0,17,188,3152,6756,-0.5335,126,140,0.1111,135,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,06,86,true,true,596,3049,96,35,157,3933,9357,-0.5797,193,203,0.0518,198,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,14,87,true,true,394,1845,0,30,0,2269,6003,-0.622,142,108,-0.2394,142,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,13,89,true,true,684,1955,34,0,75,2748,6113,-0.5505,110,115,0.0455,112,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,10,F,false,false,634,2883,4,22,70,3613,8887,-0.5935,212,202,-0.0472,212,0,0,0,0,0
2012-10-31,2012-11-07,10,2012,DNAR,U,false,false,863,3089,1,125,303,4381,10760,-0.5928,204,205,0.0049,222,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,10,01,true,true,524,2110,0,16,78,2728,6527,-0.582,144,131,-0.0903,146,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,01,02,true,true,638,2631,0,25,42,3336,7661,-0.5645,187,175,-0.0642,189,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,10,03,true,true,770,3064,0,22,170,4026,9167,-0.5608,208,197,-0.0529,210,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,02,04,true,true,1178,4236,0,49,343,5806,11141,-0.4789,241,243,0.0083,254,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,10,05,true,true,550,2352,0,18,66,2986,6442,-0.5365,145,143,-0.0138,148,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,04,06,true,true,741,3992,0,41,124,4898,10573,-0.5367,280,275,-0.0179,284,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,02,07,true,true,516,2227,0,23,80,2846,6357,-0.5523,171,170,-0.0058,175,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,05,08,true,true,408,1564,0,18,20,2010,4470,-0.5503,113,99,-0.1239,114,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,01,09,true,true,125,764,0,5,21,915,2086,-0.5614,63,62,-0.0159,64,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,06,10,true,true,345,1407,0,28,0,1780,4088,-0.5646,105,95,-0.0952,105,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,05,11,true,true,417,1765,0,31,62,2275,5175,-0.5604,149,140,-0.0604,152,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,10,12,true,true,323,1313,0,13,20,1669,4249,-0.6072,128,110,-0.1406,129,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,07,13,true,true,241,1034,0,16,21,1312,2863,-0.5417,74,71,-0.0405,74,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,08,14,true,true,1293,4274,0,74,129,5770,13067,-0.5584,310,281,-0.0935,315,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,01,15,true,true,296,1093,0,18,20,1427,3096,-0.5391,85,79,-0.0706,85,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,03,16,true,true,233,1157,0,15,43,1448,3079,-0.5297,84,81,-0.0357,86,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,12,17,true,true,329,966,0,7,59,1361,2512,-0.4582,63,66,0.0476,65,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,07,18,true,true,409,1595,0,22,48,2074,4411,-0.5298,108,103,-0.0463,110,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,04,19,true,true,209,1178,0,19,48,1454,3073,-0.5268,89,84,-0.0562,92,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,11,20,true,true,1289,5105,0,80,181,6655,13573,-0.5097,256,252,-0.0156,264,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,01,21,true,true,1026,3889,0,31,81,5027,11549,-0.5647,286,277,-0.0315,290,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,03,22,true,true,282,1323,0,13,41,1659,3819,-0.5656,101,87,-0.1386,103,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,03,23,true,true,262,1152,0,11,25,1450,3346,-0.5666,96,95,-0.0104,97,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,04,24,true,true,184,1095,0,7,0,1286,2866,-0.5513,78,75,-0.0385,77,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,03,25,true,true,522,2111,0,16,51,2700,5914,-0.5435,146,133,-0.089,148,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,01,26,true,true,521,2235,0,50,82,2888,6846,-0.5781,169,159,-0.0592,172,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,07,27,true,true,401,1399,0,45,93,1938,4208,-0.5394,102,102,0,106,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,06,28,true,true,452,1618,0,44,66,2180,4595,-0.5256,120,111,-0.075,122,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,07,29,true,true,371,1652,0,23,109,2155,4990,-0.5681,119,119,0,123,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,05,30,true,true,868,3530,0,43,227,4668,10056,-0.5358,226,219,-0.031,231,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,09,31,true,true,800,2800,0,82,186,3868,7966,-0.5144,173,175,0.0116,181,0,0,0,0,0
2012-11-30,2012-12-06,11,2012,01,32,true,true,188,803,0,3,0,994,2173,-0.5426,66,65,-0.0152,65,0,0,0,0,0
